
Report start -AR2- --2023-07-25--
4.a.R.L_PLiW2 and 4a.R.W_PLiW2 and 6.ab.LiW
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37

can only concatenate str (not "numpy.int64") to str

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37

Unable to parse string "Karty p³atnicze" at position 4

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37

Unable to parse string "Karty p³atnicze" at position 4

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37
ST.07
END
Full success - no bugs!

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37
ST.07
END
Full success - no bugs!

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37
ST.07
END
Full success - no bugs!

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37
ST.07
END
Full success - no bugs!

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37
ST.07
END
Full success - no bugs!

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37

DataFrame.append() got an unexpected keyword argument 'loc'

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37
ST.07
END
Full success - no bugs!

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37
ST.07
END
Full success - no bugs!

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37

'DataFrame' object has no attribute 'concat'

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37

'list' object has no attribute 'iloc'

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>

Data z pliku Tvid_nev_lost.xlsx:  2023-06-30 00:00:00
ST.03
ST.05
ST.06

Date:    Unnamed: 0  Unnamed: 1  Unnamed: 2
0           0  2023-04-01  2023-07-01
Country code:  AT row:  4
Country code:  BE row:  10
Country code:  BG row:  11
Country code:  HR row:  12
Country code:  CY row:  13
Country code:  CZ row:  14
Country code:  DK row:  15
Country code:  EE row:  16
Country code:  FI row:  17
Country code:  FR row:  18
Country code:  DE row:  19
Country code:  GR row:  20
Country code:  HU row:  21
Country code:  IS row:  22
Country code:  IE row:  23
Country code:  IT row:  24
Country code:  LV row:  25
Country code:  LI row:  26
Country code:  LT row:  27
Country code:  LU row:  28
Country code:  MT row:  29
Country code:  NL row:  30
Country code:  NO row:  31
Country code:  PT row:  32
Country code:  RO row:  33
Country code:  SK row:  34
Country code:  SI row:  35
Country code:  ES row:  36
Country code:  SE row:  37

cannot concatenate object of type '<class 'list'>'; only Series and DataFrame objs are valid

Report start -AR2- --2023-07-25--
ST.01

An error occurred while reading the remote file: 'charmap' codec can't decode byte 0x90 in position 22: character maps to <undefined>
